imageable_id,id,?column?,?column?,?column?
1011,8,-1,-1,-1
1011,9,-1,-1,-1
1011,10,-1,-1,-1
1011,11,-1,-1,-1
1011,12,-1,-1,-1
1011,13,-1,-1,-1
1011,14,-1,-1,-1
1011,15,-1,-1,-1
1011,16,-1,-1,-1
1018,1,-1,-1,-1
1018,2,-1,-1,-1
1018,3,-1,-1,-1
1018,4,-1,-1,-1
1018,5,-1,-1,-1
1018,6,-1,-1,-1
1018,7,-1,-1,-1
1018,8,-1,-1,-1
1018,9,-1,-1,-1
1018,10,-1,-1,-1
1018,11,-1,-1,-1
1018,12,-1,-1,-1
1018,13,-1,-1,-1
1018,14,-1,-1,-1
1018,15,-1,-1,-1
1018,16,-1,-1,-1
1022,1,-1,-1,-1
1022,2,-1,-1,-1
1022,3,-1,-1,-1
1022,4,-1,-1,-1
1022,5,-1,-1,-1
1022,6,-1,-1,-1
1022,7,-1,-1,-1
1022,8,-1,-1,-1
1022,9,-1,-1,-1
1022,10,-1,-1,-1
1022,11,-1,-1,-1
1022,12,-1,-1,-1
1022,13,-1,-1,-1
1022,14,-1,-1,-1
1022,15,-1,-1,-1
1022,16,-1,-1,-1
1024,1,-1,-1,-1
1024,2,-1,-1,-1
1024,3,-1,-1,-1
1024,4,-1,-1,-1
1024,5,-1,-1,-1
1024,6,-1,-1,-1
1024,7,-1,-1,-1
1024,8,-1,-1,-1
1024,9,-1,-1,-1
1024,10,-1,-1,-1
1024,11,-1,-1,-1
1024,12,-1,-1,-1
1024,13,-1,-1,-1
1024,14,-1,-1,-1
1024,15,-1,-1,-1
1024,16,-1,-1,-1
1028,1,-1,-1,-1
1028,2,-1,-1,-1
1028,3,-1,-1,-1
1028,4,-1,-1,-1
1028,5,-1,-1,-1
1028,6,-1,-1,-1
1028,7,-1,-1,-1
1028,8,-1,-1,-1
1028,9,-1,-1,-1
1028,10,-1,-1,-1
1028,11,-1,-1,-1
1028,12,-1,-1,-1
1028,13,-1,-1,-1
1028,14,-1,-1,-1
1028,15,-1,-1,-1
1028,16,-1,-1,-1
1029,1,-1,-1,-1
1029,2,-1,-1,-1
1029,3,-1,-1,-1
1029,4,-1,-1,-1
1029,5,-1,-1,-1
1029,6,-1,-1,-1
1029,7,-1,-1,-1
1029,8,-1,-1,-1
1029,9,-1,-1,-1
1029,10,-1,-1,-1
1029,11,-1,-1,-1
1029,12,-1,-1,-1
1029,13,-1,-1,-1
1029,14,-1,-1,-1
1029,15,-1,-1,-1
1029,16,-1,-1,-1
1031,1,-1,-1,-1
1031,2,-1,-1,-1
1031,3,-1,-1,-1
1031,4,-1,-1,-1
1031,5,-1,-1,-1
1031,6,-1,-1,-1
1031,7,-1,-1,-1
1031,8,-1,-1,-1
1031,9,-1,-1,-1
1031,10,-1,-1,-1
1031,11,-1,-1,-1
1031,12,-1,-1,-1
1031,13,-1,-1,-1
1031,14,-1,-1,-1
1031,15,-1,-1,-1
1031,16,-1,-1,-1
1032,1,-1,-1,-1
1032,2,-1,-1,-1
1032,3,-1,-1,-1
1032,4,-1,-1,-1
1032,5,-1,-1,-1
1032,6,-1,-1,-1
1032,7,-1,-1,-1
1032,8,-1,-1,-1
1032,9,-1,-1,-1
1032,10,-1,-1,-1
1032,11,-1,-1,-1
1032,12,-1,-1,-1
1032,13,-1,-1,-1
1032,14,-1,-1,-1
1032,15,-1,-1,-1
1032,16,-1,-1,-1
1037,1,-1,-1,-1
1037,2,-1,-1,-1
1037,3,-1,-1,-1
1037,4,-1,-1,-1
1037,5,-1,-1,-1
1037,6,-1,-1,-1
1037,7,-1,-1,-1
1037,8,-1,-1,-1
1037,9,-1,-1,-1
1037,10,-1,-1,-1
1037,11,-1,-1,-1
1037,12,-1,-1,-1
1037,13,-1,-1,-1
1037,14,-1,-1,-1
1037,15,-1,-1,-1
1037,16,-1,-1,-1
1039,1,-1,-1,-1
1039,2,-1,-1,-1
1039,3,-1,-1,-1
1039,4,-1,-1,-1
1039,5,-1,-1,-1
1039,6,-1,-1,-1
1039,7,-1,-1,-1
1039,8,-1,-1,-1
1039,9,-1,-1,-1
1039,10,-1,-1,-1
1039,11,-1,-1,-1
1039,12,-1,-1,-1
1039,13,-1,-1,-1
1039,14,-1,-1,-1
1039,15,-1,-1,-1
1039,16,-1,-1,-1
1044,1,-1,-1,-1
1044,2,-1,-1,-1
1044,3,-1,-1,-1
1044,4,-1,-1,-1
1044,5,-1,-1,-1
1044,6,-1,-1,-1
1044,7,-1,-1,-1
1044,8,-1,-1,-1
1044,9,-1,-1,-1
1044,10,-1,-1,-1
1044,11,-1,-1,-1
1044,12,-1,-1,-1
1044,13,-1,-1,-1
1044,14,-1,-1,-1
1044,15,-1,-1,-1
1044,16,-1,-1,-1
1055,1,-1,-1,-1
1055,2,-1,-1,-1
1055,3,-1,-1,-1
1055,4,-1,-1,-1
1055,5,-1,-1,-1
1055,6,-1,-1,-1
1055,7,-1,-1,-1
1055,8,-1,-1,-1
1055,9,-1,-1,-1
1055,10,-1,-1,-1
1055,11,-1,-1,-1
1055,12,-1,-1,-1
1055,13,-1,-1,-1
1055,14,-1,-1,-1
1055,15,-1,-1,-1
1055,16,-1,-1,-1
1057,1,-1,-1,-1
1057,2,-1,-1,-1
1057,3,-1,-1,-1
1057,4,-1,-1,-1
1057,5,-1,-1,-1
1057,6,-1,-1,-1
1057,7,-1,-1,-1
1057,8,-1,-1,-1
1057,9,-1,-1,-1
1057,10,-1,-1,-1
1057,11,-1,-1,-1
1057,12,-1,-1,-1
1057,13,-1,-1,-1
1057,14,-1,-1,-1
1057,15,-1,-1,-1
1057,16,-1,-1,-1
1060,1,-1,-1,-1
1060,2,-1,-1,-1
1060,3,-1,-1,-1
1060,4,-1,-1,-1
1060,5,-1,-1,-1
1060,6,-1,-1,-1
1060,7,-1,-1,-1
1060,8,-1,-1,-1
1060,9,-1,-1,-1
1060,10,-1,-1,-1
1060,11,-1,-1,-1
1060,12,-1,-1,-1
1060,13,-1,-1,-1
1060,14,-1,-1,-1
1060,15,-1,-1,-1
1060,16,-1,-1,-1
1062,1,-1,-1,-1
1062,2,-1,-1,-1
1062,3,-1,-1,-1
1062,4,-1,-1,-1
1062,5,-1,-1,-1
1062,6,-1,-1,-1
1062,7,-1,-1,-1
1062,8,-1,-1,-1
1062,9,-1,-1,-1
1062,10,-1,-1,-1
1062,11,-1,-1,-1
1062,12,-1,-1,-1
1062,13,-1,-1,-1
1062,14,-1,-1,-1
1062,15,-1,-1,-1
1062,16,-1,-1,-1
1065,1,-1,-1,-1
1065,2,-1,-1,-1
1065,3,-1,-1,-1
1065,4,-1,-1,-1
1065,5,-1,-1,-1
1065,6,-1,-1,-1
1065,7,-1,-1,-1
1065,8,-1,-1,-1
1065,9,-1,-1,-1
1065,10,-1,-1,-1
1065,11,-1,-1,-1
1065,12,-1,-1,-1
1065,13,-1,-1,-1
1065,14,-1,-1,-1
1065,15,-1,-1,-1
1065,16,-1,-1,-1
1070,1,-1,-1,-1
1070,2,-1,-1,-1
1070,3,-1,-1,-1
1070,4,-1,-1,-1
1070,5,-1,-1,-1
1070,6,-1,-1,-1
1070,7,-1,-1,-1
1070,8,-1,-1,-1
1070,9,-1,-1,-1
1070,10,-1,-1,-1
1070,11,-1,-1,-1
1070,12,-1,-1,-1
1070,13,-1,-1,-1
1070,14,-1,-1,-1
1070,15,-1,-1,-1
1070,16,-1,-1,-1
1071,1,-1,-1,-1
1071,2,-1,-1,-1
1071,3,-1,-1,-1
1071,4,-1,-1,-1
1071,5,-1,-1,-1
1071,6,-1,-1,-1
1071,7,-1,-1,-1
1071,8,-1,-1,-1
1071,9,-1,-1,-1
1071,10,-1,-1,-1
1071,11,-1,-1,-1
1071,12,-1,-1,-1
1071,13,-1,-1,-1
1071,14,-1,-1,-1
1071,15,-1,-1,-1
1071,16,-1,-1,-1
1072,1,-1,-1,-1
1072,2,-1,-1,-1
1072,3,-1,-1,-1
1072,4,-1,-1,-1
1072,5,-1,-1,-1
1072,6,-1,-1,-1
1072,7,-1,-1,-1
1072,8,-1,-1,-1
1072,9,-1,-1,-1
1072,10,-1,-1,-1
1072,11,-1,-1,-1
1072,12,-1,-1,-1
1072,13,-1,-1,-1
1072,14,-1,-1,-1
1072,15,-1,-1,-1
1072,16,-1,-1,-1
1074,1,-1,-1,-1
1074,2,-1,-1,-1
1074,3,-1,-1,-1
1074,4,-1,-1,-1
1074,5,-1,-1,-1
1074,6,-1,-1,-1
1074,7,-1,-1,-1
1074,8,-1,-1,-1
1074,9,-1,-1,-1
1074,10,-1,-1,-1
1074,11,-1,-1,-1
1074,12,-1,-1,-1
1074,13,-1,-1,-1
1074,14,-1,-1,-1
1074,15,-1,-1,-1
1074,16,-1,-1,-1
1075,1,-1,-1,-1
1075,2,-1,-1,-1
1075,3,-1,-1,-1
1075,4,-1,-1,-1
1075,5,-1,-1,-1
1075,6,-1,-1,-1
1075,7,-1,-1,-1
1075,8,-1,-1,-1
1075,9,-1,-1,-1
1075,10,-1,-1,-1
1075,11,-1,-1,-1
1075,12,-1,-1,-1
1075,13,-1,-1,-1
1075,14,-1,-1,-1
1075,15,-1,-1,-1
1075,16,-1,-1,-1
1077,1,-1,-1,-1
1077,2,-1,-1,-1
1077,3,-1,-1,-1
1077,4,-1,-1,-1
1077,5,-1,-1,-1
1077,6,-1,-1,-1
1077,7,-1,-1,-1
1077,8,-1,-1,-1
1077,9,-1,-1,-1
1077,10,-1,-1,-1
1077,11,-1,-1,-1
1077,12,-1,-1,-1
1077,13,-1,-1,-1
1077,14,-1,-1,-1
1077,15,-1,-1,-1
1077,16,-1,-1,-1
1078,1,-1,-1,-1
1078,2,-1,-1,-1
1078,3,-1,-1,-1
1078,4,-1,-1,-1
1078,5,-1,-1,-1
1078,6,-1,-1,-1
1078,7,-1,-1,-1
1078,8,-1,-1,-1
1078,9,-1,-1,-1
1078,10,-1,-1,-1
1078,11,-1,-1,-1
1078,12,-1,-1,-1
1078,13,-1,-1,-1
1078,14,-1,-1,-1
1078,15,-1,-1,-1
1078,16,-1,-1,-1
1080,1,-1,-1,-1
1080,2,-1,-1,-1
1080,3,-1,-1,-1
1080,4,-1,-1,-1
1080,5,-1,-1,-1
1080,6,-1,-1,-1
1080,7,-1,-1,-1
1080,8,-1,-1,-1
1080,9,-1,-1,-1
1080,10,-1,-1,-1
1080,11,-1,-1,-1
1080,12,-1,-1,-1
1080,13,-1,-1,-1
1080,14,-1,-1,-1
1080,15,-1,-1,-1
1080,16,-1,-1,-1
1082,1,-1,-1,-1
1082,2,-1,-1,-1
1082,3,-1,-1,-1
1082,4,-1,-1,-1
1082,5,-1,-1,-1
1082,6,-1,-1,-1
1082,7,-1,-1,-1
1082,8,-1,-1,-1
1082,9,-1,-1,-1
1082,10,-1,-1,-1
1082,11,-1,-1,-1
1082,12,-1,-1,-1
1082,13,-1,-1,-1
1082,14,-1,-1,-1
1082,15,-1,-1,-1
1082,16,-1,-1,-1
1085,1,-1,-1,-1
1085,2,-1,-1,-1
1085,3,-1,-1,-1
1085,4,-1,-1,-1
1085,5,-1,-1,-1
1085,6,-1,-1,-1
1085,7,-1,-1,-1
1085,8,-1,-1,-1
1085,9,-1,-1,-1
1085,10,-1,-1,-1
1085,11,-1,-1,-1
1085,12,-1,-1,-1
1085,13,-1,-1,-1
1085,14,-1,-1,-1
1085,15,-1,-1,-1
1085,16,-1,-1,-1
1086,1,-1,-1,-1
1086,2,-1,-1,-1
1086,3,-1,-1,-1
1086,4,-1,-1,-1
1086,5,-1,-1,-1
1086,6,-1,-1,-1
1086,7,-1,-1,-1
1086,8,-1,-1,-1
1086,9,-1,-1,-1
1086,10,-1,-1,-1
1086,11,-1,-1,-1
1086,12,-1,-1,-1
1086,13,-1,-1,-1
1086,14,-1,-1,-1
1086,15,-1,-1,-1
1086,16,-1,-1,-1
1087,1,-1,-1,-1
1087,2,-1,-1,-1
1087,3,-1,-1,-1
1087,4,-1,-1,-1
1087,5,-1,-1,-1
1087,6,-1,-1,-1
1087,7,-1,-1,-1
1087,8,-1,-1,-1
1087,9,-1,-1,-1
1087,10,-1,-1,-1
1087,11,-1,-1,-1
1087,12,-1,-1,-1
1087,13,-1,-1,-1
1087,14,-1,-1,-1
1087,15,-1,-1,-1
1087,16,-1,-1,-1
1088,1,-1,-1,-1
1088,2,-1,-1,-1
1088,3,-1,-1,-1
1088,4,-1,-1,-1
1088,5,-1,-1,-1
1088,6,-1,-1,-1
1088,7,-1,-1,-1
1088,8,-1,-1,-1
1088,9,-1,-1,-1
1088,10,-1,-1,-1
1088,11,-1,-1,-1
1088,12,-1,-1,-1
1088,13,-1,-1,-1
1088,14,-1,-1,-1
1088,15,-1,-1,-1
1088,16,-1,-1,-1
1090,1,-1,-1,-1
1090,2,-1,-1,-1
1090,3,-1,-1,-1
1090,4,-1,-1,-1
1090,5,-1,-1,-1
1090,6,-1,-1,-1
1090,7,-1,-1,-1
1090,8,-1,-1,-1
1090,9,-1,-1,-1
1090,10,-1,-1,-1
1090,11,-1,-1,-1
1090,12,-1,-1,-1
1090,13,-1,-1,-1
1090,14,-1,-1,-1
1090,15,-1,-1,-1
1090,16,-1,-1,-1
1091,1,-1,-1,-1
1091,2,-1,-1,-1
1091,3,-1,-1,-1
1091,4,-1,-1,-1
1091,5,-1,-1,-1
1091,6,-1,-1,-1
1091,7,-1,-1,-1
1091,8,-1,-1,-1
1091,9,-1,-1,-1
1091,10,-1,-1,-1
1091,11,-1,-1,-1
1091,12,-1,-1,-1
1091,13,-1,-1,-1
1091,14,-1,-1,-1
1091,15,-1,-1,-1
1091,16,-1,-1,-1
1092,1,-1,-1,-1
1092,2,-1,-1,-1
1092,3,-1,-1,-1
1092,4,-1,-1,-1
1092,5,-1,-1,-1
1092,6,-1,-1,-1
1092,7,-1,-1,-1
1092,8,-1,-1,-1
1092,9,-1,-1,-1
1092,10,-1,-1,-1
1092,11,-1,-1,-1
1092,12,-1,-1,-1
1092,13,-1,-1,-1
1092,14,-1,-1,-1
1092,15,-1,-1,-1
1092,16,-1,-1,-1
1098,1,-1,-1,-1
1098,2,-1,-1,-1
1098,3,-1,-1,-1
1098,4,-1,-1,-1
1098,5,-1,-1,-1
1098,6,-1,-1,-1
1098,7,-1,-1,-1
1098,8,-1,-1,-1
1098,9,-1,-1,-1
1098,10,-1,-1,-1
1098,11,-1,-1,-1
1098,12,-1,-1,-1
1098,13,-1,-1,-1
1098,14,-1,-1,-1
1098,15,-1,-1,-1
1098,16,-1,-1,-1
1099,1,-1,-1,-1
1099,2,-1,-1,-1
1099,3,-1,-1,-1
1099,4,-1,-1,-1
1099,5,-1,-1,-1
1099,6,-1,-1,-1
1099,7,-1,-1,-1
1099,8,-1,-1,-1
1099,9,-1,-1,-1
1099,10,-1,-1,-1
1099,11,-1,-1,-1
1099,12,-1,-1,-1
1099,13,-1,-1,-1
1099,14,-1,-1,-1
1099,15,-1,-1,-1
1099,16,-1,-1,-1
1101,1,-1,-1,-1
1101,2,-1,-1,-1
1101,3,-1,-1,-1
1101,4,-1,-1,-1
1101,5,-1,-1,-1
1101,6,-1,-1,-1
1101,7,-1,-1,-1
1101,8,-1,-1,-1
1101,9,-1,-1,-1
1101,10,-1,-1,-1
1101,11,-1,-1,-1
1101,12,-1,-1,-1
1101,13,-1,-1,-1
1101,14,-1,-1,-1
1101,15,-1,-1,-1
1101,16,-1,-1,-1
1105,1,-1,-1,-1
1105,2,-1,-1,-1
1105,3,-1,-1,-1
1105,4,-1,-1,-1
1105,5,-1,-1,-1
1105,6,-1,-1,-1
1105,7,-1,-1,-1
1105,8,-1,-1,-1
1105,9,-1,-1,-1
1105,10,-1,-1,-1
1105,11,-1,-1,-1
1105,12,-1,-1,-1
1105,13,-1,-1,-1
1105,14,-1,-1,-1
1105,15,-1,-1,-1
1105,16,-1,-1,-1
1109,1,-1,-1,-1
1109,2,-1,-1,-1
1109,3,-1,-1,-1
1109,4,-1,-1,-1
1109,5,-1,-1,-1
1109,6,-1,-1,-1
1109,7,-1,-1,-1
1109,8,-1,-1,-1
1109,9,-1,-1,-1
1109,10,-1,-1,-1
1109,11,-1,-1,-1
1109,12,-1,-1,-1
1109,13,-1,-1,-1
1109,14,-1,-1,-1
1109,15,-1,-1,-1
1109,16,-1,-1,-1
1110,1,-1,-1,-1
1110,2,-1,-1,-1
1110,3,-1,-1,-1
1110,4,-1,-1,-1
1110,5,-1,-1,-1
1110,6,-1,-1,-1
1110,7,-1,-1,-1
1110,8,-1,-1,-1
1110,9,-1,-1,-1
1110,10,-1,-1,-1
1110,11,-1,-1,-1
1110,12,-1,-1,-1
1110,13,-1,-1,-1
1110,14,-1,-1,-1
1110,15,-1,-1,-1
1110,16,-1,-1,-1
1113,1,-1,-1,-1
1113,2,-1,-1,-1
1113,3,-1,-1,-1
1113,4,-1,-1,-1
1113,5,-1,-1,-1
1113,6,-1,-1,-1
1113,7,-1,-1,-1
1113,8,-1,-1,-1
1113,9,-1,-1,-1
1113,10,-1,-1,-1
1113,11,-1,-1,-1
1113,12,-1,-1,-1
1113,13,-1,-1,-1
1113,14,-1,-1,-1
1113,15,-1,-1,-1
1113,16,-1,-1,-1
1115,1,-1,-1,-1
1115,2,-1,-1,-1
1115,3,-1,-1,-1
1115,4,-1,-1,-1
1115,5,-1,-1,-1
1115,6,-1,-1,-1
1115,7,-1,-1,-1
1115,8,-1,-1,-1
1115,9,-1,-1,-1
1115,10,-1,-1,-1
1115,11,-1,-1,-1
1115,12,-1,-1,-1
1115,13,-1,-1,-1
1115,14,-1,-1,-1
1115,15,-1,-1,-1
1115,16,-1,-1,-1
1120,1,-1,-1,-1
1120,2,-1,-1,-1
1120,3,-1,-1,-1
1120,4,-1,-1,-1
1120,5,-1,-1,-1
1120,6,-1,-1,-1
1120,7,-1,-1,-1
1120,8,-1,-1,-1
1120,9,-1,-1,-1
1120,10,-1,-1,-1
1120,11,-1,-1,-1
1120,12,-1,-1,-1
1120,13,-1,-1,-1
1120,14,-1,-1,-1
1120,15,-1,-1,-1
1120,16,-1,-1,-1
1121,1,-1,-1,-1
1121,2,-1,-1,-1
1121,3,-1,-1,-1
1121,4,-1,-1,-1
1121,5,-1,-1,-1
1121,6,-1,-1,-1
1121,7,-1,-1,-1
1121,8,-1,-1,-1
1121,9,-1,-1,-1
1121,10,-1,-1,-1
1121,11,-1,-1,-1
1121,12,-1,-1,-1
1121,13,-1,-1,-1
1121,14,-1,-1,-1
1121,15,-1,-1,-1
1121,16,-1,-1,-1
1123,1,-1,-1,-1
1123,2,-1,-1,-1
1123,3,-1,-1,-1
1123,4,-1,-1,-1
1123,5,-1,-1,-1
1123,6,-1,-1,-1
1123,7,-1,-1,-1
1123,8,-1,-1,-1
1123,9,-1,-1,-1
1123,10,-1,-1,-1
1123,11,-1,-1,-1
1123,12,-1,-1,-1
1123,13,-1,-1,-1
1123,14,-1,-1,-1
1123,15,-1,-1,-1
1123,16,-1,-1,-1
1127,1,-1,-1,-1
1127,2,-1,-1,-1
1127,3,-1,-1,-1
1127,4,-1,-1,-1
1127,5,-1,-1,-1
1127,6,-1,-1,-1
1127,7,-1,-1,-1
1127,8,-1,-1,-1
1127,9,-1,-1,-1
1127,10,-1,-1,-1
1127,11,-1,-1,-1
1127,12,-1,-1,-1
1127,13,-1,-1,-1
1127,14,-1,-1,-1
1127,15,-1,-1,-1
1127,16,-1,-1,-1
1128,1,-1,-1,-1
1128,2,-1,-1,-1
1128,3,-1,-1,-1
1128,4,-1,-1,-1
1128,5,-1,-1,-1
1128,6,-1,-1,-1
1128,7,-1,-1,-1
1128,8,-1,-1,-1
1128,9,-1,-1,-1
1128,10,-1,-1,-1
1128,11,-1,-1,-1
1128,12,-1,-1,-1
1128,13,-1,-1,-1
1128,14,-1,-1,-1
1128,15,-1,-1,-1
1128,16,-1,-1,-1
1129,1,-1,-1,-1
1129,2,-1,-1,-1
1129,3,-1,-1,-1
1129,4,-1,-1,-1
1129,5,-1,-1,-1
1129,6,-1,-1,-1
1129,7,-1,-1,-1
1129,8,-1,-1,-1
1129,9,-1,-1,-1
1129,10,-1,-1,-1
1129,11,-1,-1,-1
1129,12,-1,-1,-1
1129,13,-1,-1,-1
1129,14,-1,-1,-1
1129,15,-1,-1,-1
1129,16,-1,-1,-1
1130,1,-1,-1,-1
1130,2,-1,-1,-1
1130,3,-1,-1,-1
1130,4,-1,-1,-1
1130,5,-1,-1,-1
1130,6,-1,-1,-1
1130,7,-1,-1,-1
1130,8,-1,-1,-1
1130,9,-1,-1,-1
1130,10,-1,-1,-1
1130,11,-1,-1,-1
1130,12,-1,-1,-1
1130,13,-1,-1,-1
1130,14,-1,-1,-1
1130,15,-1,-1,-1
1130,16,-1,-1,-1
1132,1,-1,-1,-1
1132,2,-1,-1,-1
1132,3,-1,-1,-1
1132,4,-1,-1,-1
1132,5,-1,-1,-1
1132,6,-1,-1,-1
1132,7,-1,-1,-1
1132,8,-1,-1,-1
1132,9,-1,-1,-1
1132,10,-1,-1,-1
1132,11,-1,-1,-1
1132,12,-1,-1,-1
1132,13,-1,-1,-1
1132,14,-1,-1,-1
1132,15,-1,-1,-1
1132,16,-1,-1,-1
1133,1,-1,-1,-1
1133,2,-1,-1,-1
1133,3,-1,-1,-1
1133,4,-1,-1,-1
1133,5,-1,-1,-1
1133,6,-1,-1,-1
1133,7,-1,-1,-1
1133,8,-1,-1,-1
1133,9,-1,-1,-1
1133,10,-1,-1,-1
1133,11,-1,-1,-1
1133,12,-1,-1,-1
1133,13,-1,-1,-1
1133,14,-1,-1,-1
1133,15,-1,-1,-1
1133,16,-1,-1,-1
1135,1,-1,-1,-1
1135,2,-1,-1,-1
1135,3,-1,-1,-1
1135,4,-1,-1,-1
1135,5,-1,-1,-1
1135,6,-1,-1,-1
1135,7,-1,-1,-1
1135,8,-1,-1,-1
1135,9,-1,-1,-1
1135,10,-1,-1,-1
1135,11,-1,-1,-1
1135,12,-1,-1,-1
1135,13,-1,-1,-1
1135,14,-1,-1,-1
1135,15,-1,-1,-1
1135,16,-1,-1,-1
1136,1,-1,-1,-1
1136,2,-1,-1,-1
1136,3,-1,-1,-1
1136,4,-1,-1,-1
1136,5,-1,-1,-1
1136,6,-1,-1,-1
1136,7,-1,-1,-1
1136,8,-1,-1,-1
1136,9,-1,-1,-1
1136,10,-1,-1,-1
1136,11,-1,-1,-1
1136,12,-1,-1,-1
1136,13,-1,-1,-1
1136,14,-1,-1,-1
1136,15,-1,-1,-1
1136,16,-1,-1,-1
1140,1,-1,-1,-1
1140,2,-1,-1,-1
1140,3,-1,-1,-1
1140,4,-1,-1,-1
1140,5,-1,-1,-1
1140,6,-1,-1,-1
1140,7,-1,-1,-1
1140,8,-1,-1,-1
1140,9,-1,-1,-1
1140,10,-1,-1,-1
1140,11,-1,-1,-1
1140,12,-1,-1,-1
1140,13,-1,-1,-1
1140,14,-1,-1,-1
1140,15,-1,-1,-1
1140,16,-1,-1,-1
1141,1,-1,-1,-1
1141,2,-1,-1,-1
1141,3,-1,-1,-1
1141,4,-1,-1,-1
1141,5,-1,-1,-1
1141,6,-1,-1,-1
1141,7,-1,-1,-1
1141,8,-1,-1,-1
1141,9,-1,-1,-1
1141,10,-1,-1,-1
1141,11,-1,-1,-1
1141,12,-1,-1,-1
1141,13,-1,-1,-1
1141,14,-1,-1,-1
1141,15,-1,-1,-1
1141,16,-1,-1,-1
1143,1,-1,-1,-1
1143,2,-1,-1,-1
1143,3,-1,-1,-1
1143,4,-1,-1,-1
1143,5,-1,-1,-1
1143,6,-1,-1,-1
1143,7,-1,-1,-1
1143,8,-1,-1,-1
1143,9,-1,-1,-1
1143,10,-1,-1,-1
1143,11,-1,-1,-1
1143,12,-1,-1,-1
1143,13,-1,-1,-1
1143,14,-1,-1,-1
1143,15,-1,-1,-1
1143,16,-1,-1,-1
1144,1,-1,-1,-1
1144,2,-1,-1,-1
1144,3,-1,-1,-1
1144,4,-1,-1,-1
1144,5,-1,-1,-1
1144,6,-1,-1,-1
1144,7,-1,-1,-1
1144,8,-1,-1,-1
1144,9,-1,-1,-1
1144,10,-1,-1,-1
1144,11,-1,-1,-1
1144,12,-1,-1,-1
1144,13,-1,-1,-1
1144,14,-1,-1,-1
1144,15,-1,-1,-1
1144,16,-1,-1,-1
1145,1,-1,-1,-1
1145,2,-1,-1,-1
1145,3,-1,-1,-1
1145,4,-1,-1,-1
1145,5,-1,-1,-1
1145,6,-1,-1,-1
1145,7,-1,-1,-1
1145,8,-1,-1,-1
1145,9,-1,-1,-1
1145,10,-1,-1,-1
1145,11,-1,-1,-1
1145,12,-1,-1,-1
